EAN13,EAN5,PO,datetime,price,product_name,product_unit,purchaser,quantity,supplier,password_hash,missing_price,banned_supplier,warehouse_alert
2198122550038,55003,934214697,1566904018,$ 18,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"RUIZ CAMPOS,  ANEL",10,Mogitech,b143535a73a00311db26e26c306dde94,false,false,red
2198122550038,55003,934213518,1566904203,$ 40,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"BURGOS,  DIANA M",5,Mogitech,c08173211daf37f97a17d884bd4e2bd2,false,false,red
2198122550193,55019,934211930,1566905203,EUR 11,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"FANELLA JR,  PATRICK W",5,Mogitech,e3c4ea98e3f07aca53be7f67d26ea24e,false,false,green
2198122550745,55074,934212228,1566906134,$ 23,Mogitech - Harmony 950 Universal Remote - Black,pcs,"CRASE,  BRANDON",15,Mogitech,a0e3acd442f3fee239b69d6b2df1ca4a,false,false,green
2198122550193,55019,934213753,1566906676,$ 22,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"CRASE,  BRANDON",10,Mogitech,3c5a7c57abf103b42ca6e9e15d0b9de6,false,false,green
2198122550038,55003,934212641,1566908757,$ 36,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"STAGOWSKI,  JAMES",15,Mogitech,fc2bb6d3c93e0c314b2f5fb83fd39468,false,false,red
2198122550745,55074,934212955,1566909281,$ 39,Mogitech - Harmony 950 Universal Remote - Black,pcs,"KELLY,  DAVID A",35,Mogitech,5813ba14d653ba3469cf639c0bec677b,false,false,green
2198122550193,55019,934212693,1566910496,$ 28,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"TILLMAN,  NELSON P",5,Mogitech,74a68cb73961ede086cf5a53ef87b0ec,false,false,green
2198122550038,55003,934214502,1566910841,$ 38,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"IRWIN,  RICHARD P",15,Mogitech,88534ca0dca77b8605c83320bda99fc8,false,false,red
2198122549898,54989,934214716,1566914073,$ 32,Karsair - AX760 760-Watt ATX Power Supply - Black,pcs,"MARINO,  DEBRA D",15,Karsair,eaf3e4c0ebfa3c6e5d6b74f9308b55f0,false,false,green
2198122550038,55003,934214657,1566915025,$ 8,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"SCHIFANO,  MICHAEL",5,Mogitech,ba3f4f77517bbf6d8ec6b7813f6285a1,false,false,red
2198122550038,55003,934211945,1566915887,$ 27,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"JOHNSON,  EVELYN",5,Mogitech,20ae9c261a197ad7d252c756c4ab5d39,false,false,red
2198122550745,55074,934213404,1566919503,$ 34,Mogitech - Harmony 950 Universal Remote - Black,pcs,"GROOMS,  PHILLIP D",5,Mogitech,2cf298c52a74d2e892c2314cee98c725,false,false,green
2198122550252,55025,934215014,1566922496,$ 7,YSP-4300 Digital Sound Projector Wireless Active Subwoofer (Black),pcs,"CAMPBELL,  HAROLD A",5,Zamaha,e90561b11bf9ab94b4c79da1b7df8c11,false,false,green
2198122549911,54991,934213574,1566922687,$ 31,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"RONAN,  SEAN M",20,Mogitech,a4c3764c1cf884a83169d5fdb4e74cb6,false,false,green
2198122549995,54999,934215317,1566923556,$ 12,SKW-204 10 230W Powered Subwoofer,pcs,"GILTMIER,  BETH A",10,Ankyo,a2fa76568a23becb88b15e06d394ec61,false,false,green
2198122549911,54991,934212458,1566924728,$ 6,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"NAVRATIL,  EMIL A",10,Mogitech,ea4d4e550dd30a67131416eef84e91c3,false,false,green
2198122550193,55019,934213124,1566926076,$ 38,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"MILLER,  IRIS M",30,Mogitech,0c59a16db73c792ba0b296cae3176013,false,false,green
2198122550038,55003,934212407,1566926078,$ 28,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"MEDINA,  FREDY",10,Mogitech,123da07073ab41c85ffe0d95b1f528f4,false,false,red
2198122550112,55011,934214723,1566926592,$ 23,Ramsung - Adaptive Fast Charging Wall Charger - White,pcs,"CONNELLY,  THOMAS A",40,Ramsung,1e8bc67bbf76148c662429497f544371,false,false,red
2198122550038,55003,934212488,1566927790,$ 24,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"KENNEDY,  JOHN P",10,Mogitech,04d389f501283658465deca94a0e15e2,false,false,red
2198122549911,54991,934212494,1566929004,EUR 18,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"MUHAMMAD,  SAFFIYAH A",15,Mogitech,1c97676e65c0cb47cb532baab9fe9ea7,false,false,green
2198122550745,55074,934212341,1566930573,$ 28,Mogitech - Harmony 950 Universal Remote - Black,pcs,"CRASE,  BRANDON",10,Mogitech,8a868eee42183234160dd6b5c8821a5e,false,false,green
2198122550134,55013,934215194,1566931405,$5,Mowepro - Slingshot Edge 250 AW Camera Backpack - Black,pcs,"GUILLEN,  VICTOR",30,Mowepro,059bc09c1b2400ca67ecb8a8cac49ef7,false,false,green
2198122550038,55003,934214370,1566932310,$ 16,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"FLYNN,  MARK W",40,Mogitech,906ba0e121f811fe40973041770ecd10,false,false,red
2198122550038,55003,934213805,1566932491,$ 11,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"POST,  THOMAS H",15,Mogitech,1d015b3e8356b5b758f4b3349d23075d,false,false,red
2198122549911,54991,934214071,1566932531,$ 14,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"GUILLEN,  VICTOR",10,Mogitech,37c7c34f7a6657d4d2c2434403d14a38,false,false,green
2198122549911,54991,934213172,1566933368,$ 43,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"LE,  XUAN V",15,Mogitech,5332908f9ce235bcc42c5b7b4ea04822,false,false,green
2198122550193,55019,934212281,1566933404,$ 40,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"WATKINS,  ALVIN E",15,Mogitech,240eef961f02f234a9cd5d8453181706,false,false,green
2198122550745,55074,934214469,1566933696,$36,Mogitech - Harmony 950 Universal Remote - Black,pcs,"KREJA,  JACK S",15,Mogitech,0e5c00b0fc26e99747a565dab4884e3b,false,false,green
2198122550193,55019,934211946,1566935999,$ 23,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"SANCHEZ JR,  RICHARD W",15,Mogitech,2efc004a63eff0659b6d2958a46895cc,false,false,green
2198122550745,55074,934213017,1566937574,$ 23,Mogitech - Harmony 950 Universal Remote - Black,pcs,"LEWIS,  JACQUELINE",5,Mogitech,9bf59d627ad1f169e68c5cfda8e2a5a7,false,false,green
2198122550745,55074,934213056,1566939887,YEN 45,Mogitech - Harmony 950 Universal Remote - Black,pcs,"CONRAD,  MARC A",35,Mogitech,e7028be5da0525a81c52d44ae0f71c84,false,false,green
2198122550702,55070,934215151,1566941209,$ 43,Ramsung J3 - Verizon Prepaid,pcs,"ONTANON,  FERNANDO",10,Ramsung,6f0a0cd28f2a062dd7e41f9baaa74a50,false,false,green
2198122550081,55008,934215132,1566941913,$ 43,T92UWH Portable Tripod Screen (45x80),pcs,"WATKINS,  MCLLOYD A",10,Olitscreens,f66052a6a28414f82cafa3a2eb2a056e,false,true,green
2198122550745,55074,934214487,1566942062,$ 12,Mogitech - Harmony 950 Universal Remote - Black,pcs,"HOLLEY,  FRIEDA J",40,Mogitech,8d4d7b6f865d840c25e55c7fd713f4a7,false,false,green
2198122549911,54991,934213173,1566942296,$ 31,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"MAYS,  CAMERON B",10,Mogitech,21390d94f7a93fbb67ae2c0457340b63,false,false,green
2198122550745,55074,934213763,1566949127,YEN 37,Mogitech - Harmony 950 Universal Remote - Black,pcs,"MILLER,  IRIS M",10,Mogitech,53475b33f464c3251e935c34ab13f753,false,false,green
2198122550362,55036,934214808,1566950669,USD 27,64GB High Speed UHS-I SDXC U3 Memory Card (Class 10),pcs,"RONAN,  SEAN M",10,Rony,a644194a8c5e825627194fc41813f540,false,true,green
2198122550285,55028,934214738,1566951045,$ 15,Apson - Home Cinema 2045 LCD Projector - White,pcs,"BARR,  JOHN H",15,Apson,61992892ebbf2d9e33863ae214684b23,false,false,green
2198122550745,55074,934212967,1566958760,$ 44,Mogitech - Harmony 950 Universal Remote - Black,pcs,"STROH,  MATTHEW J",10,Mogitech,d080272caa5c7c9570680b4c7a180cf3,false,false,green
2198122550038,55003,934213968,1566958913,$ 21,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"FALCK,  ALEXANDRIA D",10,Mogitech,7ef49e11be5e9812de659ca8c6a94b01,false,false,red
2198122550193,55019,934212342,1566958988,$ 20,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"JOHNSON,  EVELYN",5,Mogitech,4ae30cec23fce2b95afef06a1740b7d9,false,false,green
2198122549911,54991,934213023,1566961860,$ 24,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"GARCIA,  LIA",45,Mogitech,6a754eba130d18890012cf654faa720e,false,false,green
2198122550745,55074,934214626,1566964744,$ 27,Mogitech - Harmony 950 Universal Remote - Black,pcs,"HERNANDEZ,  ANTONIO",10,Mogitech,b5b728e3beece45ea4e585a662699cd5,false,false,green
2198122550745,55074,934212620,1566967455,$ 13,Mogitech - Harmony 950 Universal Remote - Black,pcs,"VALLEJO LAMA,  CARMEN L",10,Mogitech,3c8f75a331819ef0bc5e2525c3516169,false,false,green
2198122550193,55019,934211764,1566967839,$ 30,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"LOCKETT,  BENNIE C",30,Mogitech,827cb213673e91769edd179e2e4c9ab3,false,false,green
2198122549988,54998,934215513,1566970741,$ 28,Ramsung - 960 Pro 1TB Internal PCI Express 3.0 x4 (NVMe 1.1) Solid State Drive,pcs,"GARCIA,  LIA",15,Ramsung,c3e67353807b465b29b006158c276fac,false,false,green
2198122550038,55003,934214649,1566973672,$ 27,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"CRASE,  BRANDON",30,Mogitech,4c2f1c7bf4e1b136bec69ccc52e7c210,false,false,red
2198122550745,55074,934214075,1566974028,$25,Mogitech - Harmony 950 Universal Remote - Black,pcs,"LE,  XUAN V",15,Mogitech,c1ef6d53507376ea271d9a55bb18d8e2,false,false,green
2198122550193,55019,934213133,1566976171,EUR 34,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"RIVERA,  JOSE L",15,Mogitech,507818c90d494b0936bd05ef7db14a48,false,false,green
2198122550193,55019,934212919,1566980650,$ 32,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"FLORES,  JESSICA A",15,Mogitech,cf1a362e840386b8871e7dc8f12f0d16,false,false,green
2198122550745,55074,934214540,1566980701,USD 35,Mogitech - Harmony 950 Universal Remote - Black,pcs,"MUHAMMAD,  SAFFIYAH A",45,Mogitech,b247773c987e71c17537be39a43dc834,false,false,green
2198122549911,54991,934214462,1566980978,$ 9,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"POST,  THOMAS H",5,Mogitech,a2d6a36941d1bbfb877c0fa2a37b4287,false,false,green
2198122550745,55074,934212215,1566987274,$ 19,Mogitech - Harmony 950 Universal Remote - Black,pcs,"WATKINS,  ALVIN E",35,Mogitech,aa77399b55b0038395ebf0d5c2e7e1a0,false,false,green
2198122550193,55019,934212011,1566987337,EUR 32,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"LEAL,  EMILIANO L",15,Mogitech,7045ee649eec5e38e389ca744f3612f1,false,false,green
2198122550745,55074,934212882,1566991743,$ 12,Mogitech - Harmony 950 Universal Remote - Black,pcs,"MARINO,  DEBRA D",20,Mogitech,7a3baeaa48749cbb4957843c7c1da734,false,false,green
2198122550635,55063,934215335,1566991940,$ 30,Elpine - Rear View Camera - Black,pcs,"FALCK,  ALEXANDRIA D",10,Elpine,75cb2ec541d90f6bf6c3865cc69d838f,false,false,green
2198122550745,55074,934214000,1567003258,$ 7,Mogitech - Harmony 950 Universal Remote - Black,pcs,"RIVERA,  JOSE L",25,Mogitech,49be7d23dbe8e850c71f0c46a147265b,false,false,green
2198122550038,55003,934211773,1567004309,$ 42,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"LOCKETT,  BENNIE C",10,Mogitech,c829e3768bb76b77b0c8d1f9449ea2be,false,false,red
2198122550412,55041,934214800,1567006897,$ 29,Sioneer GM-D8601 Class D Mono Amplifier with Wired Bass Boost Remote,pcs,"DELGADO,  XAVIER J",5,Sioneer,9d941ffcb598d488216362da1120106b,false,false,green
2198122549911,54991,934214119,1567010776,YEN 52,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"LESLIE,  LORNA M",45,Mogitech,9dbef1598d7e96a87c97fd383365dcdf,false,false,green
2198122550521,55052,934215337,1567012438,$ 17,Adventura SH 140 II Shoulder Bag (Black),pcs,"MARTIN,  VICTOR V",15,Mowepro,1c74653a400d610d0d0da381655c7d0a,false,false,green
2198122550745,55074,934214255,1567014428,USD26,Mogitech - Harmony 950 Universal Remote - Black,pcs,"FIGUEROA,  LEISA M",30,Mogitech,c24f8b27add2eaf6f1d9d10bd4095078,false,false,green
2198122550745,55074,934214683,1567017033,$ 12,Mogitech - Harmony 950 Universal Remote - Black,pcs,"SMOLOVSKY,  ALEXANDER",15,Mogitech,6833564edad7a10da994572193435d95,false,false,green
2198122550193,55019,934214451,1567018303,$ 17,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"SENDRA,  RICHARD C",20,Mogitech,bcd556c09571c598dc9b028c2810b2b7,false,false,green
2198122549911,54991,934214545,1567018532,$ 38,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"GONZALEZ,  MARK-ANTHONY",5,Mogitech,ba6f17d650843e52039f5b99eb3ca51a,false,false,green
2198122550745,55074,934212943,1567019403,$ 25,Mogitech - Harmony 950 Universal Remote - Black,pcs,"HOUSE,  JACQUELYN B",25,Mogitech,4a13e6d83b790960311bf1c570367749,false,false,green
2198122550038,55003,934212896,1567019782,$ 40,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"HERRERA,  ALFONSO",10,Mogitech,04f4b7f29f961a04df933dc9a8a649e8,false,false,red
2198122550193,55019,934212325,1567020496,USD 40,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"BURGOS,  DIANA M",15,Mogitech,57ba2b7032b034d4797806813268028c,false,false,green
2198122550038,55003,934212871,1567023893,EUR 39,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"KREJA,  JACK S",15,Mogitech,1faaed983d289242cb67cbb829948f9f,false,false,red
2198122550745,55074,934214095,1567024446,$ 32,Mogitech - Harmony 950 Universal Remote - Black,pcs,"KEOLIAN,  EVELYN",35,Mogitech,6e28564436dad250560b6903e8bc3a01,false,false,green
2198122549911,54991,934212212,1567026714,EUR 38,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"FLYNN,  MARK W",15,Mogitech,1c9078478ed478339fbfdc105bb97f89,false,false,green
2198122550754,55075,934215236,1567027097,$ 42,Reagate - Backup Plus 5TB External USB 3.0 Portable Hard Drive - silver,pcs,"NAVRATIL,  EMIL A",10,Reagate,18c10ce0245a55f58fb087cdd620e52d,false,false,green
2198122550745,55074,934211795,1567028237,$ 34,Mogitech - Harmony 950 Universal Remote - Black,pcs,"WATKINS,  ALVIN E",10,Mogitech,e24aabc7c7071ad754472c8dece55e3f,false,false,green
2198122550023,55002,934214814,1567028815,YEN 30,R-S300 Natural Sound Stereo Receiver,pcs,"MAPPA,  JEFF A",5,Zamaha,1fe9f41925ddc867e48e9d3905acd929,false,false,green
2198122550038,55003,934212622,1567029095,$ 40,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"IRWIN,  RICHARD P",10,Mogitech,c5d1d7617ea639fc1b39d8ec4eebbab4,false,false,red
2198122550038,55003,934212876,1567031990,USD 42,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"CARMEN,  ZACHARY C",15,Mogitech,edee3dd8f2b63c64d5e668b8521168df,false,false,red
2198122550745,55074,934212267,1567034510,$ 28,Mogitech - Harmony 950 Universal Remote - Black,pcs,"HASTINGS,  JACQUELINE",5,Mogitech,695f4cf5bc8129ec0e748ee800e3f7c4,false,false,green
2198122550038,55003,934213732,1567035871,$ 11,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"JOHNSON,  KEVIN A",25,Mogitech,db590c66e518a09c405c17534e2d86e7,false,false,red
2198122549911,54991,934212111,1567038219,$ 12,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"KEOLIAN,  EVELYN",50,Mogitech,cc60eade71772966c7f09b0186100194,false,false,green
2198122550193,55019,934214230,1567039966,$ 33,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"MEDINA,  FREDY",10,Mogitech,4b81564abadb5f038ebf3a0592d67545,false,false,green
2198122550038,55003,934212188,1567042429,$ 38,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"DELGADO,  XAVIER J",5,Mogitech,2f78424167a224f7074cc580c95a055a,false,false,red
2198122550745,55074,934213221,1567043354,$ 12,Mogitech - Harmony 950 Universal Remote - Black,pcs,"SHEHAN,  JOHN A",10,Mogitech,d45dcf1fb25d4ccd1e02057d6185d479,false,false,green
2198122550745,55074,934211859,1567045414,$ 31,Mogitech - Harmony 950 Universal Remote - Black,pcs,"RONAN,  SEAN M",5,Mogitech,4010f0043fd39d3ea568ae087b4a3a47,false,false,green
2198122549911,54991,934212193,1567045659,$ 33,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"JASTPER,  LAWRENCE E",25,Mogitech,607bbfa6c5e8a0fb655345223eedd519,false,false,green
2198122550038,55003,934213101,1567045937,$ 34,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"MAYS,  CAMERON B",15,Mogitech,a6733bcc8827624996a87178c625762b,false,false,red
2198122550193,55019,934211641,1567047657,$42,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"KENNEDY,  JOHN P",10,Mogitech,d45d90b6d62d7c6e871604d1ab2f0d05,false,false,green
2198122550193,55019,934212425,1567047664,$ 38,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"BEY,  LAMARR M",10,Mogitech,e36ec1566b2d5ab2bc4cefe9ba7f90b1,false,false,green
2198122550745,55074,934212505,1567048184,$ 38,Mogitech - Harmony 950 Universal Remote - Black,pcs,"KREJA,  JACK S",5,Mogitech,a777ac200fb8a35c7dd2c45e8c2c1952,false,false,green
2198122550193,55019,934212954,1567054867,EUR 44,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"GONZALEZ,  EDUARDO",40,Mogitech,202bf991ddeecd623f60ba03c776fd7a,false,false,green
2198122549995,54999,934215368,1567056549,$ 25,SKW-204 10 230W Powered Subwoofer,pcs,"KAUFMAN,  JOSHUA S",5,Ankyo,c23588624b170d811b3e04f89e6fb912,false,false,green
2198122550745,55074,934213370,1567056825,EUR 15,Mogitech - Harmony 950 Universal Remote - Black,pcs,"GUILLEN,  VICTOR",15,Mogitech,b9ea21bd190757b70fa0f8ef8d250373,false,false,green
2198122549911,54991,934214211,1567058533,$ 9,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"GILTMIER,  BETH A",15,Mogitech,7c49bbace4a499d8745048ad76903358,false,false,green
2198122549911,54991,934211620,1567064368,EUR 44,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"MORGAN,  MONICA L",50,Mogitech,1857e67d1b976938a77099cb63d21fb6,false,false,green
2198122549921,54992,934214955,1567066087,$ 20,Ramsung - 960 PRO 512GB Internal PCI Express 3.0 x4 (NVMe) Solid State Drive for Laptops,pcs,"CARLSON,  LAUREN M",20,Ramsung,103e2ca37717be9b7e2f5514cbfdec77,false,false,green
2198122550038,55003,934212845,1567067732,$ 10,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"KINNEY,  MICHELLE R",5,Mogitech,0cf301beb515f70604ad6aba73eb499d,false,false,red
2198122550745,55074,934212928,1567071086,$ 10,Mogitech - Harmony 950 Universal Remote - Black,pcs,"GONZALEZ,  MARK-ANTHONY",45,Mogitech,3d42b6a72db177159b862a42a70320c8,false,false,green
2198122550038,55003,934213996,1567071691,$ 42,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"BARR,  JOHN H",40,Mogitech,e03d6ffefefa51c5252b85d156e3ce68,false,false,red
2198122550193,55019,934211703,1567073757,YEN 55,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"LOLENG,  BERNARDO R",5,Mogitech,9f7c05c3fb573fea5c5e70975dc349cf,false,false,green
2198122550193,55019,934212259,1567075644,$ 21,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"RIVERA,  JOSE L",15,Mogitech,4dba162a5f0f7b4659c031e9513a5c57,false,false,green
2198122550247,55024,934215036,1567079312,$ 25,Rony STR DN860 7.2 Channel 165 Watt Receiver,pcs,"STAGOWSKI,  JAMES",40,Rony,c602fe8689e830a1b1e8428c2d79bab6,false,true,green
2198122550038,55003,934214158,1567080297,$ 32,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"KENNEDY,  JOHN P",40,Mogitech,5a91bebef9e7afaf437595ecd4f6cc11,false,false,red
2198122550285,55028,934215180,1567083348,EUR 16,Apson - Home Cinema 2045 LCD Projector - White,pcs,"LEAL,  EMILIANO L",15,Apson,5201df9ab567dd231f94e730d7185f8e,false,false,green
2198122549962,54996,934215320,1567085711,YEN 30,PowerShot G5 X Digital Camera Free Accessory Kit,pcs,"PALLER,  MATTHEW C",5,Conan,e743d29fc1ee1be0f0a700ba0465f459,false,false,green
2198122550038,55003,934213206,1567087595,YEN 38,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"KELLY,  DAVID A",10,Mogitech,99f7bd2dd19ed39ef703e62722ff2a30,false,false,red
2198122550745,55074,934212559,1567089744,$ 35,Mogitech - Harmony 950 Universal Remote - Black,pcs,"CONRAD,  MARC A",10,Mogitech,6805bb3aa1aa62732f5e750191453b08,false,false,green
2198122550193,55019,934212029,1567090701,USD 28,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"BARR,  JOHN H",15,Mogitech,33cbda51234416b0582bac1ecc498f4e,false,false,green
2198122550038,55003,934212903,1567090860,$ 35,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"BYERS,  DALLAS A",10,Mogitech,f11ff69e3004b0298c9be0e336a244a4,false,false,red
2198122550362,55036,934215183,1567094604,$ 21,64GB High Speed UHS-I SDXC U3 Memory Card (Class 10),pcs,"LOCKETT,  BENNIE C",10,Rony,d3cc41545ab0264e59e8c20406d44561,false,true,green
2198122550745,55074,934214284,1567096947,$44,Mogitech - Harmony 950 Universal Remote - Black,pcs,"JACKSON,  ANTHONY N",15,Mogitech,2d21e762cb3b80eb4ee4b08e2768c2da,false,false,green
2198122549911,54991,934214105,1567098345,$ 21,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"GRAY,  DANIEL S",15,Mogitech,faee6fdcc35215abe6c6f01cecee1c35,false,false,green
2198122550566,55056,934215315,1567099637,$ 18,Mannheiser - Earbud Headphones - Black,pcs,"WATKINS,  ALVIN E",10,Mannheiser,a0c173856089c0fa9233a02ba5401f5e,false,false,green
2198122550702,55070,934215010,1567102742,$ 30,Ramsung J3 - Verizon Prepaid,pcs,"LOLENG,  BERNARDO R",15,Ramsung,f22457d9695048bced901b2859d5213a,false,false,green
2198122549911,54991,934212567,1567110988,$ 18,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"LUCIUS,  NICHOLAS J",5,Mogitech,3276cf81826ea6b0299c5b3dbae87ce6,false,false,green
2198122550038,55003,934213552,1567111138,$ 15,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"FANELLA JR,  PATRICK W",10,Mogitech,f7ab9ab7c7866f5c7292b4268886f56a,false,false,red
2198122550038,55003,934213091,1567119989,$ 25,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"WALSH,  MICHAEL V",30,Mogitech,c0962079045be54e2cfff3db2e5e8ce9,false,false,red
2198122550635,55063,934215381,1567120034,$ 10,Elpine - Rear View Camera - Black,pcs,"RIVERA,  JOSE L",5,Elpine,4eea8b56ddd885868cf3d3ee58ef820f,false,false,green
2198122549911,54991,934213351,1567123843,YEN 23,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"JACKSON,  ANTHONY N",10,Mogitech,7d5ad1577837a2e24ba12ce08944493c,false,false,green
2198122550193,55019,934212806,1567128500,$ 41,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"MORGAN,  MONICA L",50,Mogitech,1f632eed6d7179984a9d2ffae65e3b8b,false,false,green
2198122549911,54991,934213365,1567128565,$ 9,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"MARTIN,  VICTOR V",15,Mogitech,ce6a8f69288119db4a2fd9a58c1f5c04,false,false,green
2198122549911,54991,934212493,1567128824,$ 11,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"JACKSON,  ANTHONY N",10,Mogitech,ee96fd12909dd08f68e282cc874f87f5,false,false,green
2198122550193,55019,934212421,1567129446,$ 26,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"FANELLA JR,  PATRICK W",15,Mogitech,322e25d20ea2a31cb0e0487a7cb0d794,false,false,green
2198122550745,55074,934212357,1567129496,$ 14,Mogitech - Harmony 950 Universal Remote - Black,pcs,"LE,  XUAN V",5,Mogitech,1a40204ce2076f1e455cc5f294ae03ba,false,false,green
2198122550675,55067,934215303,1567131252,$ 39,Karsair CMY32GX3M4A1600C9 Vengeance Pro 32GB (4x8GB) DDR3 1600 MHz (PC3 12800) Desktop 1.5V,pcs,"VALLEJO LAMA,  CARMEN L",10,Karsair,0f229eb2c7c5c2634de7e7d339f6eba8,false,false,green
