EAN13,EAN5,PO,brand,datetime,price,product_name,product_unit,purchaser,quantity,supplier,password_hash,missing_price,banned_supplier,warehouse_alert
2198122550038,55003,900084717,Mogitech,1565214434,$ 13,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"HARDIN,  FATINA A",10,Mogitech,f14ac22bb510e5ad6e7f6d22df299aaf,false,false,red
2198122550193,55019,900086738,Mogitech,1565215137,$ 37,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"RIVERA,  JAMES",10,Mogitech,d60547dc377bd72c76ece81eb3e1cb10,false,false,green
2198122550616,55061,900087001,Reagate,1565217543,$ 28,Details About Reagate 4 Terabyte (4tb) Superspeed Usb 3.0 Game Drive For Xbox One Stea4000402,pcs,"DEL PILAR,  DAVID R",10,Reagate,ced65d22f6517d04a9b4130bb65fec45,false,false,green
2198122550193,55019,900085267,Mogitech,1565222829,$ 44,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"FLORES JR,  FERNANDO",5,Mogitech,f6dc14c135d13111bc67f305d863860b,false,false,green
2198122550128,55012,900086853,Rony,1565223660,$ 28,Rony - 5.1-Ch. 3D / Smart Blu-ray Home Theater System - Black,pcs,"VILLANUEVA,  ERIKA",15,Rony,6e6d80e52b684bbe300afafeb0c73717,false,true,green
2198122550745,55074,900085954,Mogitech,1565224894,$ 38,Mogitech - Harmony 950 Universal Remote - Black,pcs,"BECKER,  DANIELLE",10,Mogitech,4d4123105b0c3bcd517e9425ff7d0d34,false,false,green
2198122550566,55056,900087121,Mannheiser,1565228836,YEN 41,Mannheiser - Earbud Headphones - Black,pcs,"BANKOLE,  OLALERE D",10,Mannheiser,cb3d97657d67932e853cc4bcc354563a,false,false,green
2198122550038,55003,900085744,Mogitech,1565230740,$ 16,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"AGUILAR,  LUIS",5,Mogitech,b1fb4c6c6416791ad70ffe4f73401246,false,false,red
2198122550038,55003,900084460,Mogitech,1565232667,$ 25,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"SIKORSKI,  TERRI A",15,Mogitech,3efa9d606130ecaf9336b308b0e5580c,false,false,red
2198122550495,55049,900087020,Ankyo,1565234416,$ 14,Ankyo TXNR757 7.2 Channel Wireless A/V Receiver w/ HDCP2.2/HDR DTS _ Bluetooth,pcs,"RIEGER,  DANIEL J",20,Ankyo,01e0c0bf40efd8f709b21ef5d1d184c4,false,false,green
2198122549911,54991,900083716,Mogitech,1565237119,$ 21,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"KERZICH,  JOSEPH J",10,Mogitech,ead47fbb9fb627ccf990dd99386ff42a,false,false,green
2198122550193,55019,900086658,Mogitech,1565238394,$ 18,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"PUSTILNIK,  SAM",40,Mogitech,db573a26d2f4e2eae031ef57e46d614f,false,false,green
2198122550193,55019,900086413,Mogitech,1565241253,USD 25,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"PETERSON,  QUANTILDA J",5,Mogitech,85ea79020add0c2cdcfb88584c349f3f,false,false,green
2198122550193,55019,900084860,Mogitech,1565243371,EUR 14,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"JONES,  DARIUS",10,Mogitech,b0ed09f031e69f03dff7d9f9becb2ac0,false,false,green
2198122550745,55074,900084255,Mogitech,1565243495,$ 30,Mogitech - Harmony 950 Universal Remote - Black,pcs,"ANDREWS JR,  THEODORE D",20,Mogitech,2c27a38b417f8c46ed9c37042ebf1494,false,false,green
2198122550193,55019,900084135,Mogitech,1565244111,$ 38,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"LESLIE,  LORNA M",15,Mogitech,104ec4cd487c1ee2188b095e4d0e931e,false,false,green
2198122550745,55074,900085305,Mogitech,1565244175,$ 19,Mogitech - Harmony 950 Universal Remote - Black,pcs,"PRONEK,  JON-MICHAEL",5,Mogitech,d293c10d87dbb8ae9bc741f254af30e7,false,false,green
2198122549911,54991,900084811,Mogitech,1565246660,$ 5,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"BECKER,  DANIELLE",5,Mogitech,cd607d63c2ce5b96655514a73efa3fc6,false,false,green
2198122550038,55003,900085405,Mogitech,1565248014,$ 11,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"HENDERSON,  WHITNEY A",10,Mogitech,117606f3190a87154467dfcf1b3e6620,false,false,red
2198122550112,55011,900087216,Ramsung,1565248480,USD 22,Ramsung - Adaptive Fast Charging Wall Charger - White,pcs,"DAVIS JR,  ANDREW",10,Ramsung,81d7f75a3fab1cbf0b61cca7b339ac17,false,false,red
2198122550193,55019,900086456,Mogitech,1565250515,$ 13,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"WILKINS,  SHANE E",5,Mogitech,7e15f6e14c088570d091bfb2191c4761,false,false,green
2198122550445,55044,900087195,Mannheiser,1565251799,$ 8,SENNHEISER HD 558 Over Ear Headphones HD558 - AUTHORIZED DEALER,pcs,"BITTNER,  JOHN C",5,Mannheiser,31b63913f7f586937a0dfab6a93c797e,false,false,green
2198122549911,54991,900085938,Mogitech,1565252553,$ 25,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"HIGGINS,  MICHAEL J",20,Mogitech,ceb120693a45c7f5e9899ada38d4e2b7,false,false,green
2198122550745,55074,900086302,Mogitech,1565252870,$ 35,Mogitech - Harmony 950 Universal Remote - Black,pcs,"BEAL,  JOYCE Y",5,Mogitech,1034cd76a5d2a15ecc7f0011672eda1f,false,false,green
2198122550038,55003,900085445,Mogitech,1565252875,$ 14,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"LORENZO,  ANGEL L",25,Mogitech,12ea82fa5fb75e94d3944dc88c07ad22,false,false,red
2198122550038,55003,900085559,Mogitech,1565254211,YEN 27,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"WARREN,  CRYSTAL A",10,Mogitech,1f47753255ce6be49c388a771007c815,false,false,red
2198122550745,55074,900085480,Mogitech,1565254505,$ 38,Mogitech - Harmony 950 Universal Remote - Black,pcs,"GONZALEZ,  ROBERT R",5,Mogitech,0ac3f21b3865ee6d70487ab6d46c4837,false,false,green
2198122549911,54991,900084768,Mogitech,1565255308,$ 5,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"MARAFFINO,  CHRISTOPHER J",5,Mogitech,f75a3922e73f174e4c19fd8612f4fdef,false,false,green
2198122550754,55075,900087488,Reagate,1565257421,$ 7,Reagate - Backup Plus 5TB External USB 3.0 Portable Hard Drive - silver,pcs,"ALDRICH,  JEFFREY S",10,Reagate,5bb903390d28f0dfd423c201127fd005,false,false,green
2198122549911,54991,900085389,Mogitech,1565264698,$ 36,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"WYNN,  JAMES B",15,Mogitech,84341e6a0749b76adce6f5eb6f8b8119,false,false,green
2198122550193,55019,900083886,Mogitech,1565267460,$ 15,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"FLORES JR,  FERNANDO",30,Mogitech,26729973512ca93560a481f47b1f0929,false,false,green
2198122550576,55057,900086911,Zamaha,1565269681,$ 33,Zamaha - MusicCast 5.1-Ch. 4K Ultra HD A/V Home Theater Receiver - Black,pcs,"RAPER,  CRYSTAL D",5,Zamaha,e0db144505889db36e6ff9625ca38c93,false,false,green
2198122550193,55019,900084095,Mogitech,1565271331,$ 9,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"DAVIS JR,  ANDREW",15,Mogitech,243c184fd257e83ec912eaa8a2682798,false,false,green
2198122550745,55074,900083840,Mogitech,1565275565,USD35,Mogitech - Harmony 950 Universal Remote - Black,pcs,"CHUNG,  STEPHEN C",5,Mogitech,847da453c2944912b01f9eb5c1ef426b,false,false,green
2198122550193,55019,900086061,Mogitech,1565276074,$ 34,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"FORD,  CHRISTI D",5,Mogitech,1375d4aa3a1b90c11848395d490b773c,false,false,green
2198122550193,55019,900084385,Mogitech,1565277929,$ 36,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"RAPER,  CRYSTAL D",20,Mogitech,f90f01a7fb85d785159c5d499682683a,false,false,green
2198122550745,55074,900085585,Mogitech,1565279619,$ 12,Mogitech - Harmony 950 Universal Remote - Black,pcs,"VALLE,  ANDRES",10,Mogitech,967a107bd9d0f59557f7d6c1e27034ef,false,false,green
2198122550309,55030,900087102,Olitscreens,1565279669,$ 22,"ELECTRIC100H Spectrum Motorized Projection Screen (49 x 87, 110V, 60Hz)",pcs,"MCGARRY,  MORGAN J",5,Olitscreens,810c1403bc300e116bba4ffd65418204,false,true,red
2198122549911,54991,900084177,Mogitech,1565281269,$ 13,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"FERGUS,  JOHN",5,Mogitech,a3be77a248a2f7d88b08137ccf2ba3c9,false,false,green
2198122549911,54991,900085803,Mogitech,1565284502,USD11,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"RIEGER,  DANIEL J",15,Mogitech,842e61d463c3d4c0394512979497a776,false,false,green
2198122549911,54991,900086672,Mogitech,1565284717,USD31,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"WARREN,  CRYSTAL A",20,Mogitech,2020e6d33d65c0a744f7a24f5ef8c10f,false,false,green
2198122550745,55074,900084067,Mogitech,1565285641,$ 38,Mogitech - Harmony 950 Universal Remote - Black,pcs,"BEAL,  JOYCE Y",35,Mogitech,a052e8b15e405b9e131d7eb6b7e4b782,false,false,green
2198122549911,54991,900086300,Mogitech,1565286158,$ 6,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"LESLIE,  LORNA M",10,Mogitech,8d697e38587ca6d113527fb2f5afc663,false,false,green
2198122550038,55003,900085204,Mogitech,1565290847,$ 11,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"LYBROOK,  MICHAEL J",15,Mogitech,0bfbece13523c998dca19af636e706ca,false,false,red
2198122550038,55003,900086033,Mogitech,1565291124,$ 31,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"MUNOZ,  MARTIN",5,Mogitech,685d1e5b7b271f0986bd5d0207b32b0e,false,false,red
2198122550745,55074,900084237,Mogitech,1565297315,$ 19,Mogitech - Harmony 950 Universal Remote - Black,pcs,"KROLL,  BRIAN P",15,Mogitech,8d555bb3de0565aed776e641a4111d23,false,false,green
2198122549911,54991,900085845,Mogitech,1565297736,$ 13,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"SANCHEZ,  IVAN A",40,Mogitech,2a5ee59df0436e28aee6d620f202e2fd,false,false,green
2198122550466,55046,900086937,Olitscreens,1565298701,$ 42,R120WH2 ezFrame 2 58.7 x 104.7 Fixed Frame Projection Screen,pcs,"DAY,  RONALD L",15,Olitscreens,c5a22e160dafd0d7605b9461ad2bb883,false,true,green
2198122550038,55003,900084031,Mogitech,1565302006,$ 6,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"LESLIE,  LORNA M",10,Mogitech,3f89d93ee63e5285b32f4b5e4eac2f8f,false,false,red
2198122549911,54991,900085404,Mogitech,1565305575,$ 5,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"VILLANUEVA,  ERIKA",20,Mogitech,3676a5a85a2b75f75c92016d995aa090,false,false,green
2198122550745,55074,900085899,Mogitech,1565308587,$ 35,Mogitech - Harmony 950 Universal Remote - Black,pcs,"SIKORSKI,  TERRI A",25,Mogitech,868d97c36cd9dd07c061c900fc6cba40,false,false,green
2198122550745,55074,900085539,Mogitech,1565311536,$ 39,Mogitech - Harmony 950 Universal Remote - Black,pcs,"ROBINSON,  JOHN",30,Mogitech,ee3d178b81447d25a0e329962e1569d4,false,false,green
2198122550038,55003,900083798,Mogitech,1565314723,$ 14,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"WARREN,  CRYSTAL A",10,Mogitech,94f0639ac9ea231f0a44fddc72af82c9,false,false,red
2198122549911,54991,900086299,Mogitech,1565317844,EUR 40,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"OBLAK,  JAMES W",15,Mogitech,ae4a43fbd38017fcbd28b4fc1cea97e9,false,false,green
2198122549911,54991,900084188,Mogitech,1565322226,$ 8,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"WALSH,  HUGHIE B",45,Mogitech,b8112e157a3293806cba7f013f306884,false,false,green
2198122550193,55019,900085639,Mogitech,1565333672,$ 27,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"NASH,  SHAVONNE",5,Mogitech,8ed20cef7a44651a9cefa537495d7859,false,false,green
2198122550745,55074,900083895,Mogitech,1565334424,$ 35,Mogitech - Harmony 950 Universal Remote - Black,pcs,"FERGUS,  JOHN",30,Mogitech,c66d737cd0d4ebdca0c9c8abd6acfed9,false,false,green
2198122550745,55074,900085769,Mogitech,1565339101,$ 40,Mogitech - Harmony 950 Universal Remote - Black,pcs,"PALLER,  MATTHEW C",10,Mogitech,1c3b2d3c64cb913bf15cdf9e8e2523e1,false,false,green
2198122550193,55019,900084983,Mogitech,1565341130,YEN 57,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"RIVERA,  JAMES",15,Mogitech,6e70456f8b7457bc15f7f6df0d52350b,false,false,green
2198122550038,55003,900084370,Mogitech,1565341523,$ 31,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"PITCHAN,  ROMMEL M",10,Mogitech,83c00b1c7ae4a8e3510d5683d7da9001,false,false,red
2198122549911,54991,900085611,Mogitech,1565342548,$ 18,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"PATTON,  CARDEA L",10,Mogitech,d0702cdc5749a8b812e9923d2e523253,false,false,green
2198122550745,55074,900086707,Mogitech,1565343581,$ 24,Mogitech - Harmony 950 Universal Remote - Black,pcs,"SIMS,  TYRA K",5,Mogitech,5b13d8f47a44d5289818d2cc2e8b44a7,false,false,green
2198122550193,55019,900085586,Mogitech,1565345599,$ 9,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"SHIBATA,  SABU",25,Mogitech,42d7000350b2f38d5525aa294929ccfb,false,false,green
2198122550745,55074,900083577,Mogitech,1565350410,$ 26,Mogitech - Harmony 950 Universal Remote - Black,pcs,"TEAL,  ERIC M",25,Mogitech,6b09e8880dc3ff8ba1fc549be61c0825,false,false,green
2198122550193,55019,900084078,Mogitech,1565350516,$ 36,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"PRONEK,  JON-MICHAEL",5,Mogitech,31c3d46ece2de2997006b505c9106980,false,false,green
2198122549911,54991,900084941,Mogitech,1565351644,$ 29,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"WATKINS,  MCLLOYD A",10,Mogitech,1582004c810d8c4dc99f7c704df2f854,false,false,green
2198122550038,55003,900085835,Mogitech,1565351743,$ 36,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"RIVERA,  JOSE L",15,Mogitech,86ea4daa12fb48b2e33e9a41535858ec,false,false,red
2198122549911,54991,900085208,Mogitech,1565354120,USD 33,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"VILLANUEVA,  ERIKA",5,Mogitech,9fff9b8167783fac7c0071600a1de864,false,false,green
2198122550382,55038,900086990,Rony,1565355086,$ 25,HT-XT2 170W 2.1-Channel TV Speaker Base (Black),pcs,"BALLANTYNE,  ROBERT P",5,Rony,691ae8253c5421884cdf2760e4f04da4,false,true,green
2198122550193,55019,900084574,Mogitech,1565356032,$ 27,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"ESKRIDGE,  RONNIE P",30,Mogitech,017a018243b7915205a6807e4f5a0314,false,false,green
2198122550193,55019,900084452,Mogitech,1565358802,$ 36,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"VILLANUEVA,  ERIKA",25,Mogitech,39c0cf5136e4749b40941eb389b34711,false,false,green
2198122550745,55074,900086002,Mogitech,1565359170,$ 37,Mogitech - Harmony 950 Universal Remote - Black,pcs,"PUSTILNIK,  SAM",5,Mogitech,0893237a9a49553629280d5d7924a525,false,false,green
2198122550193,55019,900086229,Mogitech,1565360815,$ 15,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"BURGOS,  DIANA M",15,Mogitech,77ab3e477ebd72b4caf3f3584141c231,false,false,green
2198122549911,54991,900084235,Mogitech,1565361867,$ 38,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"DAY,  RONALD L",30,Mogitech,1e5aa2ad22b427ac89abd5af3298bc82,false,false,green
2198122549911,54991,900084090,Mogitech,1565362175,$ 5,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"JACKSON,  KAREN A",15,Mogitech,f5dd41dc60ecb0e4e964d43795ee49ab,false,false,green
2198122550745,55074,900085963,Mogitech,1565364817,$ 22,Mogitech - Harmony 950 Universal Remote - Black,pcs,"WILLIAMS,  MAE F",10,Mogitech,f8ce293b54133db3fdd8550170d0f80b,false,false,green
2198122550038,55003,900085660,Mogitech,1565368916,$ 19,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"VUCKOVICH,  KATHERINE M",10,Mogitech,e5953f9eca2a9611e9480d6904aef748,false,false,red
2198122550445,55044,900087114,Mannheiser,1565370526,$ 32,SENNHEISER HD 558 Over Ear Headphones HD558 - AUTHORIZED DEALER,pcs,"LAMPKIN,  ELAINE A",10,Mannheiser,112237e1d2092712d3f079d9a53ff7b2,false,false,green
2198122549911,54991,900085740,Mogitech,1565384144,$ 30,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"SANCHEZ,  IVAN A",25,Mogitech,8c6e77106fddec3d45555fc194b831ca,false,false,green
2198122550745,55074,900083896,Mogitech,1565385217,YEN 56,Mogitech - Harmony 950 Universal Remote - Black,pcs,"VALLEJO LAMA,  CARMEN L",10,Mogitech,ca34266d3fd8d04e5287a76503e35119,false,false,green
2198122550745,55074,900084520,Mogitech,1565392557,$ 31,Mogitech - Harmony 950 Universal Remote - Black,pcs,"FAGAN,  SUSAN B",15,Mogitech,58837190c6058eada047f75798c08106,false,false,green
2198122550193,55019,900085249,Mogitech,1565393525,$ 14,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"CORONADO,  FRANCISCO",10,Mogitech,7661ef19dedecf5d369971b443b32c67,false,false,green
2198122550355,55035,900086916,Rony,1565483774,$5,h.ear go Wireless Speaker (Viridian Blue),pcs,"ANDREWS JR,  THEODORE D",15,Rony,c7837cc1c3155e8c89ec2b93106c9e14,false,true,green
2198122550693,55069,900087375,Karsair,1565568792,$ 24,Karsair - VENGEANCE LED Series 16GB (2PK 8GB) 3.0GHz DDR4 Desktop Memory with LED Lighting - Black,pcs,"HENRY,  EAMON",20,Karsair,08b60a6ec2701411b2e6df69745fea8e,false,false,green
2198122549911,54991,900083640,Mogitech,1565569179,$ 7,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"ROBINSON,  JOHN",5,Mogitech,c335850a4f1b9aa2eeb62ce572cd6d73,false,false,green
2198122550745,55074,900085986,Mogitech,1565569402,$ 26,Mogitech - Harmony 950 Universal Remote - Black,pcs,"CRASE,  BRANDON",15,Mogitech,0c96851080f177fd963a6316d5ed7996,false,false,green
2198122549911,54991,900084980,Mogitech,1565569555,$ 9,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"LESLIE,  LORNA M",10,Mogitech,34c83b293f28b5416206beefdeb3d321,false,false,green
2198122550745,55074,900084123,Mogitech,1565569609,$ 28,Mogitech - Harmony 950 Universal Remote - Black,pcs,"TILLMAN,  NELSON P",10,Mogitech,7a7f591987a624fea97c6b069043caa6,false,false,green
2198122549911,54991,900086190,Mogitech,1565570447,$ 10,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"SIKORSKI,  TERRI A",10,Mogitech,78731586bc967a21bf70f049cb5a848c,false,false,green
2198122549911,54991,900086269,Mogitech,1565570792,$ 38,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"CHLEBEK,  MICHAEL",10,Mogitech,fedcd6e346efe4ce0a5c9fc614532032,false,false,green
2198122550745,55074,900086207,Mogitech,1565570914,$ 23,Mogitech - Harmony 950 Universal Remote - Black,pcs,"VUCKOVICH,  KATHERINE M",30,Mogitech,9208b2c3c2dae20360d0440c5c96fb61,false,false,green
2198122550038,55003,900084728,Mogitech,1565571018,$ 19,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"KROLL,  BRIAN P",10,Mogitech,3b4c2c4b201fb8838d9bed6895e2b59e,false,false,red
2198122550745,55074,900084648,Mogitech,1565571503,$ 7,Mogitech - Harmony 950 Universal Remote - Black,pcs,"MARAFFINO,  CHRISTOPHER J",20,Mogitech,e94b2911b7329d9fe4b19d0c742b4206,false,false,green
2198122550038,55003,900084611,Mogitech,1565572445,$ 26,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"KERZICH,  JOSEPH J",15,Mogitech,57846b5650ad8d3d500fb581893acd03,false,false,red
2198122549995,54999,900087513,Ankyo,1565574216,$ 11,SKW-204 10 230W Powered Subwoofer,pcs,"CORONADO,  FRANCISCO",25,Ankyo,bb25e693ef3a6082e23e03f3694f7841,false,false,green
2198122550193,55019,900085005,Mogitech,1565575060,$ 39,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"NICKEAS,  SAMANTHA S",5,Mogitech,98d384a1d1c2ec30463f1ead8b805605,false,false,green
2198122550555,55055,900087409,Mannheiser,1565575192,$ 44,Mannheiser - Digital Headphone Amplifier - Silver,pcs,"KERZICH,  JOSEPH J",5,Mannheiser,baa13b534efa76cc46454b2ed0418b2e,false,false,green
2198122550112,55011,900087122,Ramsung,1565575480,$ 38,Ramsung - Adaptive Fast Charging Wall Charger - White,pcs,"ANDREWS JR,  THEODORE D",25,Ramsung,00872f53712b1f7f7980483e16f2c129,false,false,red
2198122550193,55019,900085309,Mogitech,1565575932,$ 15,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"WARREN,  CRYSTAL A",15,Mogitech,7d018575a67c06ad8a999413dec3321d,false,false,green
2198122550038,55003,900085786,Mogitech,1565576911,YEN 57,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"KEOLIAN,  EVELYN",10,Mogitech,904069156b701323fe367150ab169134,false,false,red
2198122550193,55019,900084759,Mogitech,1565577075,$ 27,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"HOWARD,  JAMIE",5,Mogitech,3e8db6b4a4ed417a05dd48bdec782ef0,false,false,green
2198122550193,55019,900084103,Mogitech,1565577126,$ 10,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"MCGARRY,  MORGAN J",10,Mogitech,7f86ba6ebc0c29f6ffffa3258b3b26af,false,false,green
2198122550745,55074,900085666,Mogitech,1565578425,$ 11,Mogitech - Harmony 950 Universal Remote - Black,pcs,"WYNN,  JAMES B",15,Mogitech,75b3998532f5684b70cbd67f929094ad,false,false,green
2198122550745,55074,900083688,Mogitech,1565578563,$ 26,Mogitech - Harmony 950 Universal Remote - Black,pcs,"HIGGINS,  MICHAEL J",15,Mogitech,70aa408baaf59b7348394bc92ab6b70c,false,false,green
2198122550745,55074,900083597,Mogitech,1565579802,USD21,Mogitech - Harmony 950 Universal Remote - Black,pcs,"BALLANTYNE,  ROBERT P",25,Mogitech,64b34c1474d46f4e3dc2f973f4fe1e04,false,false,green
2198122549911,54991,900085285,Mogitech,1565580986,EUR 14,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"HOWARD,  JAMIE",15,Mogitech,05aa6c81883f5e9b28312515d714de45,false,false,green
2198122550745,55074,900083919,Mogitech,1565581441,$ 8,Mogitech - Harmony 950 Universal Remote - Black,pcs,"VILLANUEVA,  ERIKA",15,Mogitech,caa9bc55659c77e823cfb55ff260b6f4,false,false,green
2198122550745,55074,900083719,Mogitech,1565582030,$ 39,Mogitech - Harmony 950 Universal Remote - Black,pcs,"HUTCHERSON,  DARRYL L",5,Mogitech,f844812048b0f0987c4e0084a4598177,false,false,green
2198122550745,55074,900085678,Mogitech,1565583509,$ 22,Mogitech - Harmony 950 Universal Remote - Black,pcs,"AGUILAR,  LUIS",15,Mogitech,575623da250808389d3d4edba5f9ceea,false,false,green
2198122550745,55074,900084856,Mogitech,1565584719,$ 13,Mogitech - Harmony 950 Universal Remote - Black,pcs,"NICKEAS,  SAMANTHA S",5,Mogitech,45dcc451f0328047a6f5ad46dfab1762,false,false,green
2198122550745,55074,900084097,Mogitech,1565585138,$ 9,Mogitech - Harmony 950 Universal Remote - Black,pcs,"SODA,  CHRISTOPHER J",5,Mogitech,f80b0bb494d92e77be7e7411a2f141a9,false,false,green
2198122550745,55074,900084104,Mogitech,1565585207,$ 16,Mogitech - Harmony 950 Universal Remote - Black,pcs,"CHUNG,  STEPHEN C",5,Mogitech,8f139025ee811a5148ef53d08b19d5b3,false,false,green
2198122549911,54991,900084647,Mogitech,1565586594,$ 19,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"FERGUS,  JOHN",5,Mogitech,361359c9596f477cd602707b0fe4fa14,false,false,green
2198122549911,54991,900083710,Mogitech,1565587567,$ 33,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"RIEGER,  DANIEL J",10,Mogitech,da0a523d959050d9520d7cfd9da5ae52,false,false,green
2198122550038,55003,900084652,Mogitech,1565587672,$ 37,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"HOWARD,  JAMIE",10,Mogitech,f82a0de7c5684563d21fe927b17fbb64,false,false,red
2198122549911,54991,900084825,Mogitech,1565588062,EUR 41,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"BURGOS,  DIANA M",10,Mogitech,b41e012b2ce741fb0ce4de1e63d17891,false,false,green
2198122549911,54991,900085829,Mogitech,1565588442,YEN 32,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"LORENZO,  ANGEL L",45,Mogitech,3249ae9cfccc7a1e6ac2a74b9e6a5c8d,false,false,green
